GL Account Number,GL Account Name ,Account type ,Mapping
782560,Offset Inc/Dec - Legal Reserve,Revenue,Offset Provisions
782570,Offset Inc/Dec - Site/Land Recl Rsv,Revenue,Offset Provisions
782580,Offset Inc/Dec - Bad Debt Resv,Revenue,Offset Provisions
782610,Offset Inc/Dec - Taxes & Duties,Revenue,Offset Provisions
782620,Offset Inc/Dec - Transfer Exp,Revenue,Offset Provisions
782630,Offset Inc/Dec - Severance,Revenue,Offset Provisions
782750,Dec Prov Risk & Chgs Other Op Inc,Revenue,Offset Provisions
782751,Decrease in Provisions - Other Op Income - Restoration,Revenue,Offset Provisions
782752,Decrease in Provisions - Other Op Income - Environment,Revenue,Offset Provisions
782753,Decrease in Provisions - Other Op Income - Dismantling,Revenue,Offset Provisions
782754,Decrease in Provisions-Other Op Income-Restructuration cost,Revenue,Offset Provisions
782755,Decrease in Provisions - Other Op Income- Legal,Revenue,Offset Provisions
782761,Decr Write-Down Other Assets,Revenue,Offset Provisions
788000,Decrease in Exceptional Provision,Revenue,Offset Provisions
797000,Other Exp,Revenue,Offset Provisions
801000,P&L Equity Income,Revenue,Offset Provisions
810370,Kaolin,Cost,Offset Provisions
810670,Talc,Cost,Offset Provisions
810999,Clearing - Raw Materials,Cost,Offset Provisions
811370,Chg in Raw Mat Inv-Kaolin,Cost,Offset Provisions
811670,Chg in Raw Mat Inv-Talc,Cost,Offset Provisions
811999,Clearing - Change in Raw Materials,Cost,Offset Provisions
999920,Tons - Open Inventory,Cost,Cost
999921,Tons - Transferred In,Cost,Cost
999922,Tons - Used,Cost,Cost
999923,Tons - Transferred Out,Cost,Cost
999924,Ton - Packaged,Cost,Cost
999930,Operating Hours - Regular,Cost,Cost
999931,Operating Hours - Overtime,Cost,Cost
999932,Non Operating Hours,Cost,Cost
999940,Headcount Hourly Operating,Cost,Cost
999941,Headcount Hourly Maint,Cost,Cost
999942,Headcount Non Exempt,Cost,Cost
999943,Headcount Exempt,Cost,Cost
999944,Headcount Hourly,Cost,Cost
999945,Headcount Salary,Cost,Cost
999946,Headcount Temp (Internal),Cost,Cost
999947,Headcount Temp (External),Cost,Cost
999950,Americas Container Calcine,Cost,Cost
999951,Americas Container Hyrdrous,Cost,Cost
999952,Europe Container Calcine,Cost,Cost
999953,Europe Container Hyrdrous,Cost,Cost
999954,Pacific Container Calcine,Cost,Cost
999955,Pacific Container Hydrous,Cost,Cost
999956,Tons - Produced (Crude),Cost,Cost
999957,Tons - Produced (FDG),Cost,Cost
999958,Tons - Produced (FSG),Cost,Cost
999959,Tons - Mined (Overburden),Cost,Cost
999960,Tons - Purchased for Processing,Cost,Cost
999961,Tons - Purchased for Resale,Cost,Cost
999962,Tons - Purchased for Resale Sales,Cost,Cost
999963,Tons - Mined (Ore),Cost,Cost
999964,Tons - Mined (Waste),Cost,Cost
999965,Tons - Used (Mined Ore),Cost,Cost
999966,Tons - Used (FDG),Cost,Cost
999967,Natural Gas (MMBTU),Cost,Cost
999968,Natural Gas (GJ),Cost,Cost
999969,Propane Liters,Cost,Cost
999970,Diesel Liters,Cost,Cost
999971,Fuel Oil Liters,Cost,Cost
999972,Gasoline Liters,Cost,Cost
999973,Therms Used,Cost,Cost
999974,Kilowatt Hours,Cost,Cost
999975,Diesel Gallons Used,Cost,Cost
999976,Gasoline Gallons Used,Cost,Cost
999977,Propane Gallons Used,Cost,Cost
999978,Fuel Oil Gallons Used,Cost,Cost
999980,Tons - Sold - small bag,Cost,Cost
999981,Tons - Sold - bulk bag,Cost,Cost
999982,Tons - Sold - bulk,Cost,Cost
999983,Tons - Sold - Air Float,Cost,Cost
999984,Tons - Sold - Semi dry,Cost,Cost
999985,Tons - Sold - Slurry,Cost,Cost
999986,Tons - Sold - Shredded,Cost,Cost
999987,Tons - Sold - Lump,Cost,Cost
999988,No. small bags consumed,Cost,Cost
999989,No. bulk bags consumed,Cost,Cost
999990,No. pallets consumed,Cost,Cost
999992,Tons - Used (Crude),Cost,Cost
999993,Estimated Reserve Tons,Cost,Cost
999994,Tons - Kiln Run Production,Cost,Cost
999995,Tons- Sized/Milled Production,Cost,Cost
999996,Tons - Mined,Cost,Cost
999997,Tons - Mined (Balancing),Cost,Cost
999998,Tons - Sales,Cost,Cost
999999,Tons - Production,Cost,Cost
